"id","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio","churned"
6086,40,"F","Uneducated","Less than $40K",5,2,3140,2183,0.58,5109,78,0.733,0.695,"No"
5392,46,"F","Uneducated","Unknown",3,3,24949,1749,0.626,4092,77,0.54,0.07,"No"
5351,48,"F","Graduate","Less than $40K",2,3,5298,0,0.686,4834,80,0.667,0,"No"
3632,53,"M","Uneducated","$80K - $120K",2,1,26792,1836,1.432,2398,47,0.88,0.069,"No"
5305,40,"F","Uneducated","Less than $40K",5,3,4788,1088,0.808,4438,78,0.95,0.227,"No"
8358,51,"F","Unknown","Less than $40K",2,2,1588,1506,0.615,4660,68,0.619,0.948,"No"
3148,51,"F","High School","Less than $40K",4,3,2827,1308,0.79,3291,55,0.618,0.463,"No"
9692,32,"M","Graduate","$40K - $60K",2,2,3264,0,0.549,6439,63,0.75,0,"Yes"
4981,26,"F","Unknown","Unknown",3,3,7595,1032,1.035,4080,72,0.8,0.136,"No"
9925,47,"F","Graduate","Less than $40K",6,1,2178,1455,1.001,5363,76,0.81,0.668,"No"
8837,57,"M","Graduate","$120K +",4,3,10711,1970,0.71,1180,29,1.417,0.184,"No"
380,61,"F","Unknown","Unknown",4,2,1438.3,0,1.337,1449,27,1.455,0,"No"
5929,47,"F","High School","$40K - $60K",5,3,7061,1813,0.744,1831,60,0.5,0.257,"No"
3760,56,"F","High School","Unknown",5,2,3674,2517,0.854,2608,45,0.731,0.685,"Yes"
8581,44,"M","Graduate","$80K - $120K",5,4,19214,0,0.998,3407,47,1.136,0,"No"
9835,51,"M","Uneducated","$120K +",4,2,30560,0,0.721,3736,55,0.719,0,"No"
706,49,"F","Post-Graduate","Less than $40K",2,1,5500,0,0.675,14357,110,0.618,0,"No"
4755,46,"F","Doctorate","Less than $40K",4,3,2258,1600,0.607,4275,76,0.551,0.709,"No"
6426,41,"M","College","$120K +",5,3,28020,1470,1.226,1723,36,1.25,0.052,"No"
109,47,"M","Unknown","$40K - $60K",2,2,2479,1748,0.831,8042,85,0.545,0.705,"No"
8185,33,"M","Doctorate","$60K - $80K",3,3,4049,0,0.898,1742,35,1.5,0,"No"
2997,41,"M","High School","$40K - $60K",6,2,1438.3,0,0.56,4439,81,1.025,0,"No"
1972,37,"F","Unknown","Less than $40K",5,2,2684,1381,0.794,2002,60,0.429,0.515,"No"
7628,44,"F","Graduate","Less than $40K",5,3,10110,1229,0.65,4063,74,0.48,0.122,"No"
5600,40,"M","Graduate","$120K +",3,1,20891,1213,0.717,14641,117,0.773,0.058,"No"
1114,40,"M","College","$60K - $80K",1,2,10880,2025,0.753,4957,90,0.765,0.186,"No"
1495,54,"F","High School","Less than $40K",2,2,5642,541,0.742,4633,84,0.68,0.096,"No"
1186,57,"F","High School","Less than $40K",5,1,3532,869,1.038,4297,64,0.778,0.246,"No"
3062,45,"M","Post-Graduate","$40K - $60K",3,1,4409,1753,0.55,4292,76,0.652,0.398,"No"
3470,37,"F","Graduate","Less than $40K",2,3,1610,0,0.889,2729,45,0.406,0,"Yes"
2981,54,"M","High School","$60K - $80K",5,1,9453,2188,0.572,1688,45,0.452,0.231,"No"
3712,51,"M","College","$120K +",2,2,3477,752,0.703,13627,120,0.739,0.216,"No"
1242,50,"M","Uneducated","$80K - $120K",3,1,13306,2458,0.516,3556,68,0.581,0.185,"No"
1523,56,"F","Graduate","Less than $40K",3,1,2464,1794,0.682,4610,76,0.9,0.728,"No"
9522,42,"M","Graduate","$120K +",1,1,34516,1440,0.676,7168,88,0.571,0.042,"No"
8772,45,"F","Graduate","Less than $40K",6,2,3136,2253,0.722,4674,67,0.763,0.718,"No"
1070,43,"M","Graduate","$80K - $120K",3,1,3244,2260,0.711,2313,39,0.857,0.697,"No"
366,43,"F","Graduate","$40K - $60K",3,1,18524,1736,0.762,4496,64,0.882,0.094,"No"
722,42,"F","Graduate","Less than $40K",5,2,2128,528,0.525,2289,41,0.414,0.248,"Yes"
8052,41,"M","Doctorate","$40K - $60K",5,3,6059,1171,0.678,4119,70,0.667,0.193,"No"
185,41,"M","Uneducated","$80K - $120K",4,3,12094,0,0.995,8607,90,0.957,0,"Yes"
2409,42,"F","Uneducated","Less than $40K",4,1,1538,868,0.828,5228,61,0.694,0.564,"No"
5814,54,"F","Unknown","Less than $40K",3,2,2341,1550,0.656,3406,57,1.478,0.662,"No"
7740,45,"F","Unknown","Less than $40K",4,2,2679,1558,0.997,4756,73,0.553,0.582,"No"
9347,43,"F","High School","$40K - $60K",1,2,17328,0,0.82,15367,105,0.641,0,"No"
1257,44,"F","Unknown","Less than $40K",1,3,2211,768,0.745,7527,88,0.66,0.347,"No"
5455,46,"F","High School","Less than $40K",3,2,3556,2172,0.402,1221,41,0.708,0.611,"No"
3547,34,"F","Graduate","$40K - $60K",5,2,2472,1899,0.77,4408,86,0.792,0.768,"No"
6177,56,"F","High School","Less than $40K",5,2,1978,0,0.641,4870,83,0.844,0,"No"
9288,46,"M","Graduate","$60K - $80K",6,3,28829,0,0.463,4540,78,0.56,0,"No"
5507,40,"M","Uneducated","$80K - $120K",4,3,11721,1175,0.779,4187,73,0.825,0.1,"No"
694,49,"F","High School","Less than $40K",5,2,1972,1489,0.69,4715,66,0.65,0.755,"No"
2901,38,"F","Doctorate","Less than $40K",6,3,1555,986,0.865,4686,75,0.667,0.634,"No"
6939,62,"F","Unknown","$40K - $60K",6,1,4467,0,0.888,4007,74,0.542,0,"No"
3530,59,"M","Doctorate","$60K - $80K",5,2,9944,1606,0.62,3159,69,0.568,0.162,"No"
6050,47,"F","Unknown","Less than $40K",2,2,7940,1669,0.696,15445,118,0.934,0.21,"No"
790,42,"F","College","Less than $40K",3,3,2283,1690,0.874,4377,64,0.488,0.74,"No"
7321,44,"M","Graduate","$60K - $80K",3,3,13477,2057,0.684,3866,67,0.634,0.153,"No"
5672,40,"M","High School","$80K - $120K",5,3,34516,2183,0.739,3644,67,0.634,0.063,"No"
9271,70,"M","High School","Less than $40K",3,2,3252,1495,0.581,1227,15,0.875,0.46,"No"
9173,28,"F","Graduate","Unknown",3,3,32024,1232,1.04,2507,64,0.882,0.038,"No"
2818,34,"F","High School","Less than $40K",3,6,2426,0,0.888,4918,81,0.8,0,"No"
5837,37,"M","High School","$60K - $80K",6,2,2253,1667,0.884,1641,45,0.667,0.74,"No"
5856,58,"M","Graduate","$60K - $80K",2,3,20724,2221,0.769,14215,109,0.703,0.107,"No"
580,44,"M","Uneducated","$80K - $120K",5,2,34516,1461,0.646,3416,70,0.707,0.042,"No"
9591,39,"F","Graduate","Less than $40K",1,2,10398,1630,0.755,7702,81,0.688,0.157,"No"
7799,48,"F","Unknown","Less than $40K",2,2,2105,1072,0.514,4833,81,1.077,0.509,"No"
8002,42,"M","Unknown","$40K - $60K",2,3,1606,0,0.87,2628,41,0.64,0,"Yes"
1229,50,"F","High School","Less than $40K",5,3,1652,1318,0.593,4533,69,0.533,0.798,"No"
2142,45,"F","Graduate","Unknown",5,4,2777,2118,1.036,4442,64,0.829,0.763,"No"
7256,47,"F","Graduate","Unknown",3,2,3112,2023,0.757,4613,86,0.593,0.65,"No"
8356,38,"M","Unknown","$60K - $80K",3,3,6692,2037,0.401,1468,36,0.241,0.304,"No"
7824,39,"F","High School","Less than $40K",1,3,2816,2517,0.742,4817,87,0.776,0.894,"No"
2994,50,"M","Graduate","$80K - $120K",3,3,4051,1183,0.794,1837,57,0.629,0.292,"No"
8101,34,"F","College","Less than $40K",3,3,2164,1176,0.835,5075,71,0.868,0.543,"No"
6429,31,"M","Graduate","Less than $40K",3,2,6911,2517,0.934,8123,71,0.732,0.364,"Yes"
6197,47,"M","Uneducated","$60K - $80K",3,2,1659,1544,0.408,1920,39,0.345,0.931,"Yes"
2493,41,"M","Graduate","$80K - $120K",1,1,31560,1298,0.681,7641,93,0.632,0.041,"No"
8503,53,"M","Unknown","$120K +",4,1,8329,877,0.432,1570,56,0.333,0.105,"No"
570,59,"F","Graduate","Unknown",2,3,9076,0,0.899,3048,53,0.656,0,"Yes"
5691,32,"M","Uneducated","$60K - $80K",2,3,33711,1437,0.942,14880,134,0.654,0.043,"No"
3999,55,"M","Doctorate","$80K - $120K",3,1,8276,1671,0.359,1409,25,0.25,0.202,"No"
2372,46,"F","Graduate","$40K - $60K",6,3,2933,1569,0.648,4956,92,0.673,0.535,"No"
9445,52,"M","College","$120K +",5,6,5119,1972,0.835,5146,88,0.956,0.385,"No"
6751,52,"M","Unknown","$60K - $80K",6,3,14785,1088,0.961,4354,70,0.489,0.074,"No"
5998,36,"M","Graduate","$60K - $80K",3,4,2789,1584,0.996,2688,60,0.714,0.568,"No"
5478,44,"M","High School","$80K - $120K",6,3,34516,1259,0.547,3275,67,0.595,0.036,"No"
2491,54,"M","High School","$80K - $120K",1,2,12813,1998,0.837,7803,81,0.688,0.156,"No"
6563,57,"F","Uneducated","Unknown",3,4,2312,1789,0.867,5104,82,0.783,0.774,"No"
3685,46,"M","Graduate","$40K - $60K",5,3,6741,1745,0.559,1682,46,0.438,0.259,"No"
4109,43,"F","Uneducated","Unknown",5,1,6931,1380,0.795,4437,64,0.882,0.199,"No"
6153,41,"F","High School","Less than $40K",3,3,3952,0,1.002,8241,82,0.952,0,"Yes"
5412,53,"F","Uneducated","Less than $40K",6,1,3428,1566,0.557,1155,34,0.545,0.457,"No"
4505,45,"M","Doctorate","$120K +",6,1,34516,2038,1.007,4067,75,1.206,0.059,"No"
9192,49,"M","Graduate","$80K - $120K",2,3,4557,985,0.592,7333,91,0.596,0.216,"No"
2581,52,"F","College","Unknown",3,3,10431,2163,0.64,4598,69,0.865,0.207,"No"
7770,40,"F","Doctorate","$40K - $60K",6,1,2797,850,0.953,3652,64,1.37,0.304,"No"
239,64,"F","High School","Unknown",3,3,18038,1184,0.827,4168,64,0.6,0.066,"No"
492,56,"F","Unknown","Less than $40K",4,1,3132,2230,0.78,4412,73,0.659,0.712,"No"
9006,40,"M","Post-Graduate","$80K - $120K",4,4,8958,0,0.483,2131,43,0.387,0,"Yes"
1546,39,"F","College","Less than $40K",4,2,2279,1529,1.26,1693,32,1.286,0.671,"No"
1826,59,"F","Graduate","Less than $40K",2,3,1708,0,0.443,1992,38,0.357,0,"Yes"
6107,55,"F","Uneducated","Unknown",4,3,14657,2517,0.166,6009,53,0.514,0.172,"Yes"
2811,51,"F","Graduate","Less than $40K",2,2,5118,980,0.786,14593,109,0.627,0.191,"No"
7481,47,"F","Post-Graduate","Unknown",3,2,1491,0,0.716,4634,92,0.804,0,"No"
1843,41,"F","College","Less than $40K",2,1,1654,1093,0.65,4596,82,0.822,0.661,"No"
9585,28,"M","High School","Less than $40K",6,3,2295,1015,1.04,3366,82,0.708,0.442,"No"
2136,46,"F","Graduate","Less than $40K",6,1,1696,1177,0.686,4410,84,0.826,0.694,"No"
3677,54,"F","College","Unknown",3,2,9723,1307,0.803,4043,76,0.9,0.134,"No"
5779,34,"F","Graduate","Less than $40K",4,1,2207,1527,0.861,4159,64,1.133,0.692,"No"
77,46,"M","High School","$60K - $80K",1,3,8017,0,0.559,1657,43,0.654,0,"Yes"
5123,62,"M","Unknown","$80K - $120K",6,1,34516,2517,0.945,3975,63,0.537,0.073,"No"
9763,42,"F","Graduate","Less than $40K",2,3,6250,1835,0.644,4042,60,0.714,0.294,"No"
333,49,"F","Unknown","Less than $40K",4,3,2432,0,1.293,4340,76,0.767,0,"No"
8497,39,"F","High School","Less than $40K",2,2,2024,0,0.801,2870,36,0.5,0,"Yes"
1312,35,"F","Uneducated","Less than $40K",6,2,5825,1815,1.132,2820,62,0.879,0.312,"No"
9317,47,"M","Graduate","$40K - $60K",3,2,1626,0,0.783,4847,78,1.053,0,"No"
3787,57,"M","Post-Graduate","$60K - $80K",6,1,3478,2517,0.685,1409,49,0.75,0.724,"No"
9121,41,"F","High School","Unknown",4,2,1438.3,0,0.585,5020,85,0.7,0,"No"
2958,45,"M","High School","$60K - $80K",1,2,1870,0,0.761,4891,65,0.806,0,"No"
201,41,"M","Unknown","$60K - $80K",5,3,1734,857,0.752,4741,84,0.714,0.494,"No"
5720,39,"F","Post-Graduate","Less than $40K",4,2,6205,2517,0.939,1204,19,0.727,0.406,"No"
6777,43,"M","Uneducated","$80K - $120K",2,3,19333,0,0.969,7847,63,0.75,0,"Yes"
4130,41,"F","College","Less than $40K",3,3,1569,257,0.408,2288,45,0.667,0.164,"Yes"
4348,51,"F","High School","Less than $40K",3,2,2258,1250,0.611,4368,75,0.596,0.554,"No"
6442,54,"F","Graduate","Unknown",4,1,11794,1018,0.898,5547,87,0.706,0.086,"No"
8062,35,"F","Uneducated","Unknown",3,3,2278,1303,0.645,5101,76,0.617,0.572,"No"
2444,47,"F","Post-Graduate","Unknown",5,2,8644,1391,0.896,4272,59,0.686,0.161,"No"
8915,44,"M","Unknown","$80K - $120K",6,2,8206,763,0.87,1715,43,0.72,0.093,"No"
7795,40,"M","Graduate","$80K - $120K",2,2,1925,0,0.672,781,28,0.75,0,"Yes"
7735,48,"F","Graduate","Less than $40K",5,2,1449,0,0.785,4797,88,0.913,0,"No"
2983,35,"M","High School","$60K - $80K",5,2,6391,2317,0.831,2274,61,1.033,0.363,"No"
8505,44,"F","Unknown","$40K - $60K",4,3,7277,0,0.758,4458,71,0.578,0,"No"
3929,59,"F","Uneducated","Unknown",1,3,3709,1197,0.824,5557,82,1,0.323,"No"
5999,42,"M","Unknown","$80K - $120K",6,3,7260,713,0.833,4253,73,0.78,0.098,"No"
960,48,"F","Unknown","Unknown",3,3,8012,0,0.596,2645,63,0.8,0,"No"
1734,41,"F","Uneducated","Unknown",6,3,2429,1966,1.046,4775,84,0.787,0.809,"No"
6253,49,"M","Uneducated","$60K - $80K",5,3,12994,904,0.627,3734,74,0.85,0.07,"No"
5332,46,"F","Graduate","Less than $40K",4,3,12222,1260,1.138,3418,78,0.733,0.103,"No"
15,39,"M","Graduate","$60K - $80K",4,2,29808,0,0.669,16098,128,0.684,0,"No"
3450,44,"M","High School","$60K - $80K",3,2,5947,995,0.724,4984,90,0.765,0.167,"No"
2063,50,"M","Unknown","$80K - $120K",2,3,24533,1813,0.745,8436,77,0.878,0.074,"No"
3166,51,"M","Graduate","$60K - $80K",3,2,3228,2517,0.949,1349,33,1.357,0.78,"No"
8400,47,"M","Graduate","$60K - $80K",4,2,2926,0,0.676,1304,24,0.846,0,"No"
3292,54,"M","High School","$80K - $120K",1,3,7773,2465,0.788,4272,69,1.029,0.317,"No"
19,52,"F","Unknown","Unknown",2,2,3192,0,0.646,4191,80,0.739,0,"No"
1256,62,"F","High School","Less than $40K",3,3,3989,0,0.997,4274,68,0.545,0,"No"
8369,56,"M","Graduate","$80K - $120K",1,2,1438.3,0,0.65,2123,37,0.542,0,"Yes"
9067,43,"F","Uneducated","Less than $40K",5,3,2734,2517,0.7,4457,86,0.955,0.921,"No"
3866,49,"F","College","Less than $40K",1,2,2096,1276,0.6,4926,82,0.745,0.609,"No"
2759,50,"F","Uneducated","Less than $40K",2,2,2477,0,0.445,2037,43,0.387,0,"Yes"
3855,49,"F","High School","$40K - $60K",6,3,2506,1549,0.752,4747,91,0.936,0.618,"No"
8834,43,"M","Graduate","$60K - $80K",3,3,5652,548,0.647,3710,70,0.458,0.097,"No"
7908,49,"F","College","$40K - $60K",6,2,2578,1590,0.657,4683,89,0.618,0.617,"No"
4212,53,"M","Unknown","$80K - $120K",2,1,15594,1590,0.679,13016,118,0.616,0.102,"No"
9057,45,"F","Uneducated","Less than $40K",4,4,6245,0,0.554,2521,50,0.667,0,"No"
5504,32,"M","Graduate","Less than $40K",6,3,6942,0,0.544,2657,71,0.69,0,"No"
8135,39,"M","Graduate","$60K - $80K",5,2,4761,1561,0.69,2045,53,1.65,0.328,"No"
2431,62,"F","High School","Less than $40K",2,3,1930,0,0.331,1971,45,0.25,0,"Yes"
2749,40,"M","Uneducated","$40K - $60K",4,1,21308,564,0.448,1322,38,0.652,0.026,"No"
2071,54,"F","Unknown","Less than $40K",6,2,3796,2396,0.569,2069,54,0.742,0.631,"No"
4525,41,"F","Doctorate","Less than $40K",4,3,2687,1317,0.58,4096,76,0.727,0.49,"No"
2897,49,"F","Graduate","$40K - $60K",5,1,6250,644,1.06,2433,41,1.158,0.103,"No"
9247,53,"F","Uneducated","$40K - $60K",3,3,15845,1675,0.514,4037,68,0.447,0.106,"No"
5039,55,"M","Uneducated","$120K +",2,1,6577,1800,0.786,14229,120,0.69,0.274,"No"
10,29,"M","High School","$60K - $80K",6,1,17744,829,0.851,9658,78,0.773,0.047,"Yes"
5963,45,"M","Uneducated","$80K - $120K",3,1,17996,864,0.597,1589,30,0.667,0.048,"No"
8008,48,"F","Graduate","$40K - $60K",3,1,21163,2517,0.569,1732,35,0.458,0.119,"No"
3683,59,"M","Uneducated","$60K - $80K",5,1,4906,1302,0.862,4833,80,0.905,0.265,"No"
5228,52,"M","Post-Graduate","$80K - $120K",5,2,6849,2126,0.611,1651,43,0.344,0.31,"No"
1129,49,"M","Unknown","$60K - $80K",4,1,5176,0,0.838,1902,56,0.931,0,"No"
8536,61,"F","Graduate","$40K - $60K",4,3,1438.3,0,0.573,4518,81,0.723,0,"No"
8840,47,"F","Graduate","Less than $40K",5,3,7246,0,0.612,777,13,0.625,0,"Yes"
3567,53,"F","High School","Less than $40K",4,1,1904,886,0.695,4798,85,0.809,0.465,"No"
7530,38,"F","High School","$40K - $60K",2,3,2363,2033,0.498,3904,66,0.61,0.86,"No"
5180,40,"F","Uneducated","Unknown",3,3,2887,0,0.581,3941,82,1.158,0,"No"
4375,46,"F","Graduate","Less than $40K",2,2,8551,1067,0.931,1097,32,0.778,0.125,"Yes"
4966,54,"F","High School","Unknown",2,2,10798,1378,0.631,13681,105,0.81,0.128,"No"
10075,52,"M","Graduate","$60K - $80K",3,3,8185,941,0.874,4525,77,0.604,0.115,"No"
7629,53,"M","High School","$120K +",1,6,34516,831,0.727,13247,107,0.754,0.024,"No"
3296,53,"F","Unknown","Less than $40K",6,2,6721,1115,0.79,3718,51,0.759,0.166,"No"
6094,47,"M","College","$80K - $120K",2,3,5660,2210,0.583,7867,100,0.695,0.39,"No"
6582,40,"F","High School","Less than $40K",5,5,2932,1664,0.612,4795,82,0.708,0.568,"No"
4754,33,"M","High School","$40K - $60K",4,1,8650,1929,0.777,2878,63,1.032,0.223,"No"
1650,43,"F","Graduate","Unknown",3,1,34516,1858,0.622,4197,67,0.523,0.054,"No"
7889,50,"F","Graduate","Less than $40K",3,1,2602,1612,0.906,5532,85,0.735,0.62,"No"
6748,55,"M","Graduate","$120K +",4,2,24336,856,0.459,1425,33,0.65,0.035,"No"
8462,38,"M","High School","$60K - $80K",2,2,21906,0,0.696,15349,119,0.7,0,"No"
1032,49,"F","College","Less than $40K",4,2,2097,1250,0.699,4148,71,0.543,0.596,"No"
1081,59,"F","Uneducated","$40K - $60K",4,2,3356,985,0.35,999,28,0.556,0.294,"No"
3663,54,"F","Graduate","Less than $40K",3,2,2930,2266,0.734,4752,72,1.323,0.773,"No"
4662,54,"M","High School","$120K +",5,3,2884,1144,0.783,4887,90,0.698,0.397,"No"
6027,54,"M","Post-Graduate","$60K - $80K",3,3,14265,1878,0.847,3982,58,0.871,0.132,"No"
6168,40,"M","Graduate","$120K +",5,2,31954,2297,0.516,4371,82,0.64,0.072,"No"
6585,56,"F","High School","Less than $40K",6,5,8340,1902,0.81,3755,77,0.833,0.228,"No"
2200,42,"M","Doctorate","$60K - $80K",2,2,3322,0,0.758,13784,108,0.588,0,"No"
809,60,"M","Unknown","$60K - $80K",4,3,10698,1790,0.981,4095,67,0.914,0.167,"No"
9645,38,"M","Uneducated","$40K - $60K",4,3,6116,1698,0.937,1592,32,1,0.278,"No"
2423,54,"F","Uneducated","Less than $40K",2,2,1719,0,0.579,4869,65,0.512,0,"No"
2349,38,"M","Graduate","$60K - $80K",3,3,4800,1212,1.254,2935,62,0.879,0.252,"No"
4996,41,"F","Unknown","Unknown",2,1,4411,2517,0.988,803,15,0.875,0.571,"Yes"
4491,42,"F","Uneducated","Less than $40K",6,3,1438.3,0,0.813,4653,78,0.95,0,"No"
8219,47,"F","Uneducated","Less than $40K",6,2,1636,1135,0.754,5056,85,0.809,0.694,"No"
5375,48,"F","Unknown","Unknown",3,3,4431,2517,0.499,2185,48,0.371,0.568,"Yes"
32,37,"M","Graduate","$60K - $80K",5,1,20144,1195,0.67,14287,106,0.828,0.059,"No"
4971,47,"M","High School","$60K - $80K",6,1,1943,1654,0.648,3392,70,0.591,0.851,"No"
1360,26,"F","Unknown","$40K - $60K",6,2,1612,835,0.588,2148,40,0.379,0.518,"No"
9350,39,"F","Unknown","Unknown",4,3,8096,1474,0.789,1794,41,0.783,0.182,"No"
8376,42,"F","Unknown","Unknown",3,1,7762,1319,0.793,5153,77,0.75,0.17,"No"
9243,38,"M","Uneducated","$40K - $60K",5,1,7756,1670,0.78,1858,51,0.545,0.215,"No"
7614,26,"M","Graduate","$40K - $60K",6,1,3290,1616,0.466,2781,54,0.35,0.491,"No"
36,57,"F","Graduate","Less than $40K",3,4,6256,1530,0.647,1629,43,0.344,0.245,"No"
8645,45,"F","Graduate","Unknown",5,2,17678,0,0.788,2566,49,0.815,0,"Yes"
5,53,"M","Unknown","$60K - $80K",1,2,13409,1168,0.625,4031,82,0.745,0.087,"No"
2233,40,"M","Post-Graduate","$120K +",4,2,7464,2517,0.9,4348,62,0.879,0.337,"No"
4719,48,"F","High School","$40K - $60K",3,1,2405,1410,0.866,4421,79,0.881,0.586,"No"
4193,45,"M","Doctorate","$120K +",4,3,1686,0,0.812,4413,77,0.75,0,"No"
8038,35,"M","Post-Graduate","$40K - $60K",3,1,2256,775,0.879,1749,33,0.435,0.344,"No"
8375,35,"M","Uneducated","$60K - $80K",6,3,18278,0,0.798,2084,61,1.103,0,"No"
8486,39,"M","Graduate","$80K - $120K",4,2,9959,1476,0.952,2760,44,1,0.148,"No"
6527,38,"F","Graduate","Less than $40K",4,3,1938,1175,0.85,4606,75,0.875,0.606,"No"
9832,50,"M","High School","$80K - $120K",1,2,26840,769,0.609,7969,93,0.661,0.029,"No"
3096,49,"M","Graduate","$60K - $80K",3,2,5937,2120,0.654,4228,70,0.75,0.357,"No"
10043,49,"M","High School","$40K - $60K",2,3,14839,512,0.176,1453,26,0.13,0.035,"Yes"
3626,50,"M","Uneducated","Less than $40K",4,3,2419,2380,0.695,4099,73,0.659,0.984,"No"
2563,48,"F","Graduate","Less than $40K",4,2,6182,1131,0.566,3546,63,0.615,0.183,"No"
6423,49,"F","Doctorate","Less than $40K",3,4,7066,0,0.479,1695,38,0.31,0,"Yes"
999,48,"M","Unknown","$80K - $120K",5,2,5543,1372,0.744,5266,79,0.795,0.248,"No"
5569,40,"M","High School","$80K - $120K",3,2,11502,2066,0.889,4786,85,1.125,0.18,"No"
1361,45,"F","Doctorate","Less than $40K",6,2,1438.3,0,0.597,1431,34,0.545,0,"No"
5783,50,"F","Graduate","Unknown",1,1,10417,2290,1.122,4871,75,1.027,0.22,"No"
7262,48,"M","Uneducated","$40K - $60K",6,3,8327,1551,0.463,4428,82,0.822,0.186,"No"
5609,61,"M","Graduate","Unknown",5,3,4235,1675,1.079,3862,76,0.949,0.396,"No"
163,53,"M","Graduate","$80K - $120K",2,1,6214,1147,0.861,938,35,0.75,0.185,"Yes"
6039,47,"M","Unknown","$120K +",2,4,34516,1342,0.69,7283,89,0.648,0.039,"No"
5617,53,"F","College","Less than $40K",2,2,8259,1182,0.822,7957,88,0.544,0.143,"No"
3732,45,"M","Graduate","$80K - $120K",1,4,3081,2517,0.572,4317,72,0.714,0.817,"No"
3201,49,"M","Graduate","$40K - $60K",5,3,2406,1560,0.751,1173,32,0.391,0.648,"No"
7167,49,"M","Unknown","$80K - $120K",2,3,29890,0,0.64,3315,47,0.382,0,"Yes"
7479,43,"M","Graduate","$120K +",5,2,4121,2084,0.807,3462,49,1.042,0.506,"No"
2381,45,"F","Unknown","Less than $40K",1,2,7500,0,0.576,8024,78,0.696,0,"Yes"
7622,44,"M","High School","$60K - $80K",2,2,3605,0,0.594,6800,78,0.814,0,"No"
4813,46,"F","Unknown","Less than $40K",2,2,2029,1074,0.514,4802,90,0.8,0.529,"No"
2638,56,"M","High School","$80K - $120K",4,3,34516,0,0.846,4714,82,0.745,0,"No"
3076,62,"M","Unknown","$40K - $60K",4,1,1438.3,0,0.425,1406,27,0.5,0,"No"
6734,42,"M","High School","$120K +",3,1,19156,1353,1.41,3547,61,0.649,0.071,"No"
7804,58,"F","Uneducated","Unknown",1,2,2599,1407,0.727,8061,98,0.531,0.541,"No"
6551,40,"M","Graduate","$80K - $120K",3,2,1804,1040,1.002,5308,78,0.773,0.576,"No"
5728,63,"F","Uneducated","$40K - $60K",6,2,1651,1433,0.985,4050,58,0.611,0.868,"No"
3272,42,"F","College","$40K - $60K",4,3,3734,2517,0.724,4792,87,0.74,0.674,"No"
3879,36,"M","Graduate","$80K - $120K",5,3,5634,1996,1.589,2366,49,0.69,0.354,"No"
6915,59,"M","High School","$40K - $60K",6,3,2701,1572,0.475,1469,36,0.5,0.582,"No"
5306,60,"F","Uneducated","Less than $40K",2,2,13062,1731,0.936,13609,108,0.565,0.133,"No"
7073,35,"F","High School","Less than $40K",3,3,2189,1833,0.56,4530,72,0.846,0.837,"No"
5481,42,"F","Unknown","Less than $40K",3,3,4710,1604,0.607,4663,78,0.814,0.341,"No"
8496,47,"M","Unknown","$80K - $120K",3,1,9437,2024,0.664,4715,78,0.696,0.214,"No"
7720,57,"F","Graduate","Less than $40K",1,2,6482,1686,0.753,7544,101,0.629,0.26,"No"
1173,45,"M","Doctorate","$60K - $80K",1,2,13093,2517,0.426,2032,39,0.444,0.192,"Yes"
6890,34,"F","Graduate","Unknown",6,1,6376,1322,0.709,5192,70,0.628,0.207,"No"
662,42,"F","Graduate","Less than $40K",2,3,1438.3,0,0.665,4511,76,0.767,0,"No"
7387,41,"M","Uneducated","$40K - $60K",3,3,11091,0,0.522,1234,34,0.308,0,"Yes"
9778,51,"M","Graduate","$80K - $120K",4,3,34516,2201,0.978,8614,63,0.75,0.064,"Yes"
10008,36,"M","Uneducated","$40K - $60K",6,2,3152,1986,1.328,2530,50,0.724,0.63,"No"
9459,40,"M","Unknown","$60K - $80K",1,3,2276,1372,0.564,4159,67,0.718,0.603,"No"
3254,42,"M","High School","$40K - $60K",6,2,2793,1661,1.117,3247,69,0.865,0.595,"No"
3903,45,"F","Graduate","Less than $40K",2,1,1946,1183,0.806,8423,82,0.708,0.608,"No"
2428,55,"M","High School","$60K - $80K",2,1,5282,1144,0.8,13513,115,0.597,0.217,"No"
10120,43,"M","High School","$60K - $80K",5,2,2810,2384,0.859,4875,97,0.764,0.848,"No"
5530,41,"F","Graduate","Less than $40K",5,3,1764,0,0.552,2105,57,0.839,0,"Yes"
6721,42,"F","Doctorate","Less than $40K",5,1,2725,2444,0.959,4965,85,0.809,0.897,"No"
3725,58,"F","High School","Unknown",5,4,34516,1864,0.664,3595,52,0.733,0.054,"No"
998,58,"M","Graduate","Less than $40K",4,1,2774,0,0.721,1258,33,0.435,0,"No"
10102,57,"F","Unknown","$40K - $60K",5,2,3251,1887,1.007,3228,67,0.763,0.58,"No"
1901,42,"M","Graduate","$80K - $120K",2,3,16433,0,0.791,13678,125,0.736,0,"No"
4346,33,"M","Graduate","$60K - $80K",3,3,1963,1721,0.68,1378,37,0.762,0.877,"No"
816,47,"F","Graduate","Unknown",6,3,10714,2407,0.378,4328,71,0.543,0.225,"No"
